samplename,superkingdom,kingdom,subkingdom,phylum,class,subclass,order,suborder,family,subfamily,tribe,genus,species
M01895:175:000000000-CJJKT:1:2102:22169:5623__kiwi2019__AG0320-692__515f,Bacteria,,,Bacteroidetes,Cytophagia,,Cytophagales,,Hymenobacteraceae,,,,
M01895:175:000000000-CJJKT:1:2104:9465:24824__kiwi2019__AG0320-004__515f,Bacteria,,,Firmicutes,,,,,,,,,
M01895:175:000000000-CJJKT:1:1101:26593:11850__kiwi2019__AG0320-489__515f,Eukaryota,Fungi,,Chytridiomycota,Chytridiomycetes,,,,,,,,
M01895:175:000000000-CJJKT:1:1102:13671:17351__kiwi2019__AG0320-465__515f,Eukaryota,Viridiplantae,,Streptophyta,,,,,,,,,
M01895:175:000000000-CJJKT:1:1109:13863:20879__kiwi2019__AG0320-323__515f,Eukaryota,,,,,,,,,,,,
M01895:175:000000000-CJJKT:1:2103:26016:14838__kiwi2019__AG0320-628__515f,Eukaryota,Fungi,Dikarya,Ascomycota,,,,,,,,,
M01895:175:000000000-CJJKT:1:2105:14650:2471__kiwi2019__AG0320-066__515f,Bacteria,,,,,,,,,,,,
M01895:175:000000000-CJJKT:1:2112:14240:16207__kiwi2019__AG0320-672__515f,Eukaryota,Fungi,Dikarya,Basidiomycota,,,,,,,,,
M01895:175:000000000-CJJKT:1:1103:15226:4156__kiwi2019__AG0320-226__515f,Bacteria,,,Proteobacteria,,,,,,,,,
M01895:175:000000000-CJJKT:1:1108:11474:12688__kiwi2019__AG0320-698__515f,Eukaryota,Fungi,Dikarya,Ascomycota,Leotiomycetes,,Helotiales,,,,,,
M01895:175:000000000-CJJKT:1:1109:8949:9320__kiwi2019__AG0320-156__515f,Eukaryota,Viridiplantae,,Streptophyta,,,,,,,,,
M01895:175:000000000-CJJKT:1:1110:22296:3480__kiwi2019__AG0320-292__515f,Bacteria,,,Gemmatimonadetes,Gemmatimonadetes,,Gemmatimonadales,,Gemmatimonadaceae,,,Gemmatimonas,uncultured Gemmatimonas sp.
M01895:175:000000000-CJJKT:1:2110:18679:18374__kiwi2019__AG0320-530__515f,Bacteria,,,Actinobacteria,Actinobacteria,,Actinomycetales,,Actinomycetaceae,,,Actinomyces,
M01895:175:000000000-CJJKT:1:2113:10816:5250__kiwi2019__AG0320-041__515f,Bacteria,,,Firmicutes,Clostridia,,Clostridiales,,Lachnospiraceae,,,Coprococcus,
M01895:175:000000000-CJJKT:1:2114:14842:23327__kiwi2019__AG0320-620__515f,Bacteria,,,Bacteroidetes,Bacteroidia,,Bacteroidales,,Prevotellaceae,,,Prevotella,
M01895:175:000000000-CJJKT:1:1103:28504:18896__kiwi2019__AG0320-802__515f,Eukaryota,Fungi,Dikarya,Ascomycota,Sordariomycetes,Hypocreomycetidae,Hypocreales,,,,,,
M01895:175:000000000-CJJKT:1:1105:8945:16341__kiwi2019__AG0320-688__515f,Bacteria,,,Bacteroidetes,,,,,,,,,
M01895:175:000000000-CJJKT:1:1109:20841:12937__kiwi2019__AG0320-122__515f,Bacteria,,,Bacteroidetes,Bacteroidia,,Bacteroidales,,,,,,
M01895:175:000000000-CJJKT:1:1113:21815:11238__kiwi2019__AG0320-496__515f,Bacteria,,,Proteobacteria,Oligoflexia,,Bdellovibrionales,,Bdellovibrionaceae,,,Bdellovibrio,uncultured Bdellovibrio sp.
M01895:175:000000000-CJJKT:1:2102:8662:10466__kiwi2019__AG0320-021__515f,Bacteria,,,Firmicutes,Clostridia,,Clostridiales,,,,,,
M01895:175:000000000-CJJKT:1:2106:8484:9220__kiwi2019__AG0320-211__515f,Bacteria,,,Proteobacteria,Alphaproteobacteria,,Rhizobiales,,Hyphomicrobiaceae,,,Hyphomicrobium,
M01895:175:000000000-CJJKT:1:2111:3376:18174__kiwi2019__AG0320-617__515f,Bacteria,,,Bacteroidetes,Bacteroidia,,Bacteroidales,,Prevotellaceae,,,Prevotella,
M01895:175:000000000-CJJKT:1:1101:18374:15415__kiwi2019__AG0320-785__515f,Bacteria,,,Acidobacteria,Acidobacteriia,,Acidobacteriales,,Acidobacteriaceae,,,,
M01895:175:000000000-CJJKT:1:1103:29249:17149__kiwi2019__AG0320-079__515f,Bacteria,,,Proteobacteria,Gammaproteobacteria,,Enterobacterales,,,,,,
M01895:175:000000000-CJJKT:1:1104:17074:6525__kiwi2019__AG0320-713__515f,Bacteria,,,Actinobacteria,Actinobacteria,,Corynebacteriales,,Corynebacteriaceae,,,Corynebacterium,
M01895:175:000000000-CJJKT:1:1107:5383:17760__kiwi2019__AG0320-009__515f,Archaea,,,Euryarchaeota,,,,,,,,,
M01895:175:000000000-CJJKT:1:1110:5375:18222__kiwi2019__AG0320-701__515f,Bacteria,,,Proteobacteria,Alphaproteobacteria,,Caulobacterales,,Caulobacteraceae,,,Caulobacter,uncultured Caulobacter sp.
M01895:175:000000000-CJJKT:1:1113:17621:16910__kiwi2019__AG0320-289__515f,Bacteria,,,,,,,,,,,,
M01895:175:000000000-CJJKT:1:2101:15764:3768__kiwi2019__AG0320-292__515f,Bacteria,,,Chloroflexi,,,,,,,,,
M01895:175:000000000-CJJKT:1:2106:18326:28169__kiwi2019__AG0320-172__515f,Eukaryota,Viridiplantae,,Streptophyta,,,,,,,,,
M01895:175:000000000-CJJKT:1:2114:9124:7972__kiwi2019__AG0320-097__515f,Bacteria,,,Firmicutes,Clostridia,,Clostridiales,,,,,,
M01895:175:000000000-CJJKT:1:1102:19198:5389__kiwi2019__AG0320-263__515f,Bacteria,,,Proteobacteria,Betaproteobacteria,,,,,,,,
M01895:175:000000000-CJJKT:1:1103:22767:17715__kiwi2019__AG0320-436__515f,Eukaryota,Fungi,Dikarya,Basidiomycota,Tremellomycetes,,Tremellales,,Bulleribasidiaceae,,,Vishniacozyma,Vishniacozyma victoriae
M01895:175:000000000-CJJKT:1:1104:12771:4569__kiwi2019__AG0320-630__515f,Bacteria,,,Proteobacteria,Betaproteobacteria,,Nitrosomonadales,,Nitrosomonadaceae,,,,
M01895:175:000000000-CJJKT:1:1110:13265:6265__kiwi2019__AG0320-004__515f,Bacteria,,,Bacteroidetes,Bacteroidia,,Bacteroidales,,Prevotellaceae,,,Prevotella,uncultured Prevotella sp.
M01895:175:000000000-CJJKT:1:2102:13930:15925__kiwi2019__AG0320-487__515f,Bacteria,,,Bacteroidetes,Flavobacteriia,,Flavobacteriales,,Flavobacteriaceae,,,,
M01895:175:000000000-CJJKT:1:2107:19779:20276__kiwi2019__AG0320-049__515f,Bacteria,,,,,,,,,,,,
M01895:175:000000000-CJJKT:1:2112:29128:12752__kiwi2019__AG0320-106__515f,Bacteria,,,Firmicutes,Clostridia,,Clostridiales,,,,,,
M01895:175:000000000-CJJKT:1:1101:15787:18755__kiwi2019__AG0320-049__515f,Bacteria,,,,,,,,,,,,
M01895:175:000000000-CJJKT:1:1103:9787:21182__kiwi2019__AG0320-325__515f,Eukaryota,Fungi,Dikarya,Ascomycota,Dothideomycetes,Dothideomycetidae,Capnodiales,,Neodevriesiaceae,,,,
M01895:175:000000000-CJJKT:1:1104:2067:13885__kiwi2019__AG0320-321__515f,Bacteria,,,Proteobacteria,Oligoflexia,,Bdellovibrionales,,Bdellovibrionaceae,,,Bdellovibrio,
M01895:175:000000000-CJJKT:1:1108:25096:22623__kiwi2019__AG0320-021__515f,Bacteria,,,Firmicutes,Clostridia,,Clostridiales,,Ruminococcaceae,,,Acetivibrio,uncultured Acetivibrio sp.
M01895:175:000000000-CJJKT:1:1109:22828:23749__kiwi2019__AG0320-289__515f,Bacteria,,,,,,,,,,,,
M01895:175:000000000-CJJKT:1:2102:2840:10007__kiwi2019__AG0320-276__515f,Eukaryota,Fungi,Dikarya,Ascomycota,Eurotiomycetes,,,,,,,,
M01895:175:000000000-CJJKT:1:1101:12927:24057__kiwi2019__AG0320-289__515f,Bacteria,,,Proteobacteria,Alphaproteobacteria,,,,,,,,
M01895:175:000000000-CJJKT:1:1102:14959:23348__kiwi2019__AG0320-078__515f,Bacteria,,,Proteobacteria,Alphaproteobacteria,,Rhizobiales,,Hyphomicrobiaceae,,,Pedomicrobium,uncultured Pedomicrobium sp.
M01895:175:000000000-CJJKT:1:1104:9615:13953__kiwi2019__AG0320-292__515f,Bacteria,,,Chloroflexi,,,,,,,,,
M01895:175:000000000-CJJKT:1:1107:28608:18236__kiwi2019__AG0320-223__515f,Bacteria,,,Actinobacteria,Actinobacteria,,Micrococcales,,Beutenbergiaceae,,,,
M01895:175:000000000-CJJKT:1:1109:15993:7072__kiwi2019__AG0320-509__515f,Bacteria,,,Proteobacteria,Deltaproteobacteria,,Myxococcales,Sorangiineae,Phaselicystidaceae,,,Phaselicystis,uncultured Phaselicystis sp.
M01895:175:000000000-CJJKT:1:1112:22812:21299__kiwi2019__AG0320-246__515f,Bacteria,,,Proteobacteria,Gammaproteobacteria,,Enterobacterales,,,,,,
M01895:175:000000000-CJJKT:1:2103:18011:2684__kiwi2019__AG0320-293__515f,Bacteria,,,Acidobacteria,Acidobacteriia,,Acidobacteriales,,Acidobacteriaceae,,,,
M01895:175:000000000-CJJKT:1:2106:15415:10073__kiwi2019__AG0320-004__515f,Bacteria,,,Firmicutes,Clostridia,,Clostridiales,,,,,,
M01895:175:000000000-CJJKT:1:2109:12213:4818__kiwi2019__AG0320-483__515f,Bacteria,,,Proteobacteria,Betaproteobacteria,,Burkholderiales,,Oxalobacteraceae,,,,
M01895:175:000000000-CJJKT:1:2113:18786:17961__kiwi2019__AG0320-289__515f,Bacteria,,,,,,,,,,,,
M01895:175:000000000-CJJKT:1:1102:14594:17054__kiwi2019__AG0320-456__515f,,,,,,,,,,,,,
M01895:175:000000000-CJJKT:1:1105:10234:4227__kiwi2019__AG0320-446__515f,Bacteria,,,Actinobacteria,Actinobacteria,,Micrococcales,,Micrococcaceae,,,Rothia,
M01895:175:000000000-CJJKT:1:1105:6881:21378__kiwi2019__AG0320-292__515f,Bacteria,,,Proteobacteria,Gammaproteobacteria,,Xanthomonadales,,Rhodanobacteraceae,,,,
M01895:175:000000000-CJJKT:1:1107:13057:3066__kiwi2019__AG0320-067__515f,Bacteria,,,,,,,,,,,,
M01895:175:000000000-CJJKT:1:1108:15935:9054__kiwi2019__AG0320-241__515f,Bacteria,,,Proteobacteria,Alphaproteobacteria,,Rhodospirillales,,Rhodospirillaceae,,,,
M01895:175:000000000-CJJKT:1:1110:21076:25186__kiwi2019__AG0320-034__515f,Bacteria,,,Firmicutes,,,,,,,,,
M01895:175:000000000-CJJKT:1:1114:20765:8143__kiwi2019__AG0320-114__515f,Bacteria,,,Proteobacteria,Gammaproteobacteria,,Xanthomonadales,,Xanthomonadaceae,,,,
M01895:175:000000000-CJJKT:1:2106:10651:17584__kiwi2019__AG0320-668__515f,Bacteria,,,Proteobacteria,Alphaproteobacteria,,Rhizobiales,,,,,,
M01895:175:000000000-CJJKT:1:2106:13988:14431__kiwi2019__AG0320-037__515f,Bacteria,,,Firmicutes,Erysipelotrichia,,Erysipelotrichales,,Erysipelotrichaceae,,,,
M01895:175:000000000-CJJKT:1:2107:11231:5863__kiwi2019__AG0320-400__515f,Bacteria,,,Firmicutes,Bacilli,,Bacillales,,Bacillaceae,,,Bacillus,
M01895:175:000000000-CJJKT:1:2110:9020:3339__kiwi2019__AG0320-094__515f,Bacteria,,,Firmicutes,Clostridia,,Clostridiales,,,,,,
M01895:175:000000000-CJJKT:1:2113:12776:18955__kiwi2019__AG0320-049__515f,Bacteria,,,Bacteroidetes,Bacteroidia,,Bacteroidales,,,,,,
M01895:175:000000000-CJJKT:1:1101:11790:22158__kiwi2019__AG0320-131__515f,Eukaryota,Viridiplantae,,Streptophyta,,,,,,,,,
M01895:175:000000000-CJJKT:1:1104:14149:3098__kiwi2019__AG0320-293__515f,Bacteria,,,Firmicutes,Bacilli,,Bacillales,,Pasteuriaceae,,,Pasteuria,uncultured Pasteuria sp.
M01895:175:000000000-CJJKT:1:1107:20032:13158__kiwi2019__AG0320-289__515f,Bacteria,,,Chloroflexi,Anaerolineae,,Anaerolineales,,Anaerolineaceae,,,Levilinea,uncultured Levilinea sp.
M01895:175:000000000-CJJKT:1:1108:27927:14310__kiwi2019__AG0320-282__515f,Bacteria,,,Verrucomicrobia,,,,,,,,,
M01895:175:000000000-CJJKT:1:1111:7878:5601__kiwi2019__AG0320-678__515f,Bacteria,,,Bacteroidetes,Sphingobacteriia,,Sphingobacteriales,,Sphingobacteriaceae,,,,
M01895:175:000000000-CJJKT:1:1113:21698:11058__kiwi2019__AG0320-031__515f,Bacteria,,,Proteobacteria,Gammaproteobacteria,,Enterobacterales,,,,,,
M01895:175:000000000-CJJKT:1:2101:8913:10951__kiwi2019__AG0320-010__515f,Bacteria,,,Bacteroidetes,,,,,,,,,
M01895:175:000000000-CJJKT:1:2105:7423:11141__kiwi2019__AG0320-010__515f,Bacteria,,,Bacteroidetes,Bacteroidia,,Bacteroidales,,Bacteroidaceae,,,Bacteroides,
M01895:175:000000000-CJJKT:1:2107:6390:14935__kiwi2019__AG0320-673__515f,Bacteria,,,Firmicutes,Bacilli,,Bacillales,,,,,,
M01895:175:000000000-CJJKT:1:2110:10805:14672__kiwi2019__AG0320-487__515f,Eukaryota,Fungi,Dikarya,Ascomycota,Dothideomycetes,,,,,,,,
M01895:175:000000000-CJJKT:1:2111:6662:15174__kiwi2019__AG0320-651__515f,Bacteria,,,Firmicutes,Tissierellia,,Tissierellales,,Peptoniphilaceae,,,Anaerococcus,
M01895:175:000000000-CJJKT:1:2114:2613:13185__kiwi2019__AG0320-291__515f,Bacteria,,,Acidobacteria,,,,,,,,,
M01895:175:000000000-CJJKT:1:1102:19786:22528__kiwi2019__AG0320-095__515f,Bacteria,,,Firmicutes,Clostridia,,Clostridiales,,Ruminococcaceae,,,,
M01895:175:000000000-CJJKT:1:1103:15384:7308__kiwi2019__AG0320-010__515f,Bacteria,,,Firmicutes,Clostridia,,Clostridiales,,,,,,
M01895:175:000000000-CJJKT:1:1105:6869:21949__kiwi2019__AG0320-717__515f,Bacteria,,,Actinobacteria,Actinobacteria,,Micrococcales,,Micrococcaceae,,,Pseudoglutamicibacter,
M01895:175:000000000-CJJKT:1:2101:11347:5909__kiwi2019__AG0320-293__515f,Bacteria,,,Acidobacteria,Acidobacteriia,,Acidobacteriales,,Acidobacteriaceae,,,Acidobacterium,uncultured Acidobacterium sp.
M01895:175:000000000-CJJKT:1:2102:13449:15927__kiwi2019__AG0320-055__515f,Bacteria,,,Firmicutes,Clostridia,,Clostridiales,,,,,,
M01895:175:000000000-CJJKT:1:2110:17645:20650__kiwi2019__AG0320-277__515f,Bacteria,,,,,,,,,,,,
M01895:175:000000000-CJJKT:1:2111:26977:11028__kiwi2019__AG0320-290__515f,Bacteria,,,Proteobacteria,Betaproteobacteria,,,,,,,,
M01895:175:000000000-CJJKT:1:1101:15009:22266__kiwi2019__AG0320-402__515f,Eukaryota,Fungi,Dikarya,Ascomycota,Dothideomycetes,Pleosporomycetidae,Pleosporales,,,,,,
M01895:175:000000000-CJJKT:1:1103:19151:4403__kiwi2019__AG0320-292__515f,Bacteria,,,Planctomycetes,Planctomycetia,,Planctomycetales,,Isosphaeraceae,,,Singulisphaera,uncultured Singulisphaera sp.
M01895:175:000000000-CJJKT:1:1104:19869:13075__kiwi2019__AG0320-292__515f,Bacteria,,,,,,,,,,,,
M01895:175:000000000-CJJKT:1:1106:22467:5094__kiwi2019__AG0320-044__515f,Bacteria,,,Proteobacteria,Gammaproteobacteria,,Enterobacterales,,Morganellaceae,,,Proteus,
M01895:175:000000000-CJJKT:1:1108:22861:20329__kiwi2019__AG0320-014__515f,Bacteria,,,Planctomycetes,Planctomycetia,,Planctomycetales,,Isosphaeraceae,,,Singulisphaera,uncultured Singulisphaera sp.
M01895:175:000000000-CJJKT:1:1111:9362:24736__kiwi2019__AG0320-114__515f,Bacteria,,,Bacteroidetes,,,,,,,,,
M01895:175:000000000-CJJKT:1:2102:20749:19114__kiwi2019__AG0320-106__515f,Bacteria,,,Firmicutes,Clostridia,,Clostridiales,,,,,,
M01895:175:000000000-CJJKT:1:2109:13122:20799__kiwi2019__AG0320-631__515f,Bacteria,,,Bacteroidetes,Cytophagia,,Cytophagales,,Cytophagaceae,,,Spirosoma,
M01895:175:000000000-CJJKT:1:2112:18853:19101__kiwi2019__AG0320-302__515f,Eukaryota,Fungi,Dikarya,Ascomycota,,,,,,,,,
M01895:175:000000000-CJJKT:1:1102:24057:19134__kiwi2019__AG0320-456__515f,Eukaryota,Fungi,Dikarya,Ascomycota,,,,,,,,,
M01895:175:000000000-CJJKT:1:1102:8932:20776__kiwi2019__AG0320-050__515f,Bacteria,,,Proteobacteria,Betaproteobacteria,,Burkholderiales,,Burkholderiaceae,,,Burkholderia,
M01895:175:000000000-CJJKT:1:1103:22273:12781__kiwi2019__AG0320-688__515f,Bacteria,,,Bacteroidetes,,,,,,,,,
M01895:175:000000000-CJJKT:1:1105:16692:3949__kiwi2019__AG0320-061__515f,Bacteria,,,Bacteroidetes,Bacteroidia,,Bacteroidales,,Prevotellaceae,,,Prevotella,
M01895:175:000000000-CJJKT:1:1107:11766:22114__kiwi2019__AG0320-036__515f,Bacteria,,,Bacteroidetes,Bacteroidia,,Bacteroidales,,Bacteroidaceae,,,Bacteroides,
M01895:175:000000000-CJJKT:1:1109:8542:10874__kiwi2019__AG0320-114__515f,Bacteria,,,Actinobacteria,Actinobacteria,,Micrococcales,,Cellulomonadaceae,,,Cellulomonas,
M01895:175:000000000-CJJKT:1:1111:21955:9595__kiwi2019__AG0320-021__515f,Bacteria,,,,,,,,,,,,
M01895:175:000000000-CJJKT:1:1112:9882:3259__kiwi2019__AG0320-092__515f,Bacteria,,,Firmicutes,Clostridia,,Clostridiales,,Clostridiaceae,,,,
M01895:175:000000000-CJJKT:1:1114:28727:16841__kiwi2019__AG0320-021__515f,Bacteria,,,Firmicutes,Clostridia,,Clostridiales,,Clostridiaceae,,,Clostridium,uncultured Clostridium sp.
M01895:175:000000000-CJJKT:1:2101:17135:25908__kiwi2019__AG0320-746__515f,Bacteria,,,Proteobacteria,Gammaproteobacteria,,Xanthomonadales,,Xanthomonadaceae,,,,
M01895:175:000000000-CJJKT:1:2103:14174:13688__kiwi2019__AG0320-606__515f,Bacteria,,,,,,,,,,,,
M01895:175:000000000-CJJKT:1:2104:20232:10654__kiwi2019__AG0320-103__515f,Bacteria,,,,,,,,,,,,
M01895:175:000000000-CJJKT:1:2107:13272:7622__kiwi2019__AG0320-289__515f,Bacteria,,,,,,,,,,,,
M01895:175:000000000-CJJKT:1:2108:15474:22794__kiwi2019__AG0320-666__515f,Bacteria,,,Proteobacteria,Alphaproteobacteria,,Rhizobiales,,Hyphomicrobiaceae,,,,
M01895:175:000000000-CJJKT:1:2111:18181:14031__kiwi2019__AG0320-668__515f,Bacteria,,,Proteobacteria,,,,,,,,,
M01895:175:000000000-CJJKT:1:2113:12768:4961__kiwi2019__AG0320-039__515f,Bacteria,,,Actinobacteria,Actinobacteria,,Micrococcales,,Brevibacteriaceae,,,Brevibacterium,
M01895:175:000000000-CJJKT:1:1101:12406:5331__kiwi2019__AG0320-038__515f,Bacteria,,,Firmicutes,Bacilli,,Bacillales,,Paenibacillaceae,,,Brevibacillus,
M01895:175:000000000-CJJKT:1:1101:25874:19832__kiwi2019__AG0320-641__515f,Eukaryota,Fungi,Dikarya,Ascomycota,Dothideomycetes,,,,,,,,
M01895:175:000000000-CJJKT:1:1101:8530:9725__kiwi2019__AG0320-194__515f,Eukaryota,Fungi,Dikarya,Ascomycota,Lecanoromycetes,Lecanoromycetidae,Lecanorales,Lecanorineae,,,,,
M01895:175:000000000-CJJKT:1:1104:22008:12213__kiwi2019__AG0320-293__515f,Bacteria,,,,,,,,,,,,
M01895:175:000000000-CJJKT:1:1105:6091:7510__kiwi2019__AG0320-292__515f,Bacteria,,,Proteobacteria,Alphaproteobacteria,,,,,,,,
M01895:175:000000000-CJJKT:1:1107:20867:5198__kiwi2019__AG0320-293__515f,Bacteria,,,Planctomycetes,Planctomycetia,,Planctomycetales,,Gemmataceae,,,Gemmata,uncultured Gemmata sp.
M01895:175:000000000-CJJKT:1:1108:6591:13493__kiwi2019__AG0320-156__515f,Eukaryota,Viridiplantae,,Streptophyta,,,,,,,,,
M01895:175:000000000-CJJKT:1:1109:28048:18006__kiwi2019__AG0320-410__515f,Bacteria,,,,,,,,,,,,
M01895:175:000000000-CJJKT:1:1111:10333:27245__kiwi2019__AG0320-179__515f,Bacteria,,,Acidobacteria,Acidobacteriia,,Acidobacteriales,,Acidobacteriaceae,,,,
M01895:175:000000000-CJJKT:1:1112:21083:3448__kiwi2019__AG0320-059__515f,Bacteria,,,Firmicutes,Clostridia,,Clostridiales,,,,,,
M01895:175:000000000-CJJKT:1:2101:15893:11727__kiwi2019__AG0320-016__515f,Bacteria,,,Firmicutes,Clostridia,,Clostridiales,,,,,,
M01895:175:000000000-CJJKT:1:2102:15149:22222__kiwi2019__AG0320-702__515f,Bacteria,,,Proteobacteria,Alphaproteobacteria,,Rhodospirillales,,Rhodospirillaceae,,,,
M01895:175:000000000-CJJKT:1:2107:17872:3976__kiwi2019__AG0320-276__515f,Eukaryota,Fungi,Dikarya,Ascomycota,Eurotiomycetes,,,,,,,,
M01895:175:000000000-CJJKT:1:2109:15920:14689__kiwi2019__AG0320-110__515f,Bacteria,,,Bacteroidetes,Bacteroidia,,Bacteroidales,,Prevotellaceae,,,,
M01895:175:000000000-CJJKT:1:2111:8423:13049__kiwi2019__AG0320-004__515f,Bacteria,,,Bacteroidetes,Bacteroidia,,Bacteroidales,,,,,,
M01895:175:000000000-CJJKT:1:1101:7044:23893__kiwi2019__AG0320-048__515f,Bacteria,,,Firmicutes,Clostridia,,Clostridiales,,,,,,
M01895:175:000000000-CJJKT:1:1103:14885:22156__kiwi2019__AG0320-010__515f,Bacteria,,,Firmicutes,Clostridia,,Clostridiales,,,,,,
M01895:175:000000000-CJJKT:1:1103:22015:20486__kiwi2019__AG0320-029__515f,Bacteria,,,,,,,,,,,,
M01895:175:000000000-CJJKT:1:1107:24453:19488__kiwi2019__AG0320-180__515f,Eukaryota,Fungi,Dikarya,Ascomycota,Lecanoromycetes,Lecanoromycetidae,Teloschistales,Teloschistineae,Teloschistaceae,,,,
M01895:175:000000000-CJJKT:1:1108:20259:9333__kiwi2019__AG0320-309__515f,Bacteria,,,Proteobacteria,Alphaproteobacteria,,Rhizobiales,,,,,,
M01895:175:000000000-CJJKT:1:1111:16678:11022__kiwi2019__AG0320-785__515f,Bacteria,,,Acidobacteria,Acidobacteriia,,Acidobacteriales,,Acidobacteriaceae,,,,
M01895:175:000000000-CJJKT:1:1112:12096:17685__kiwi2019__AG0320-292__515f,Bacteria,,,,,,,,,,,,
M01895:175:000000000-CJJKT:1:1112:21570:13293__kiwi2019__AG0320-081__515f,Bacteria,,,Proteobacteria,Alphaproteobacteria,,Rhodobacterales,,Rhodobacteraceae,,,,
M01895:175:000000000-CJJKT:1:1114:21706:19921__kiwi2019__AG0320-289__515f,Bacteria,,,,,,,,,,,,
M01895:175:000000000-CJJKT:1:2103:14798:15924__kiwi2019__AG0320-292__515f,Bacteria,,,Planctomycetes,Planctomycetia,,Planctomycetales,,Gemmataceae,,,Gemmata,uncultured Gemmata sp.
M01895:175:000000000-CJJKT:1:2103:9393:8123__kiwi2019__AG0320-177__515f,Bacteria,,,Proteobacteria,Alphaproteobacteria,,Sphingomonadales,,Sphingomonadaceae,,,,
M01895:175:000000000-CJJKT:1:2106:24218:22581__kiwi2019__AG0320-198__515f,Bacteria,,,Firmicutes,Bacilli,,Lactobacillales,,Lactobacillaceae,,,Lactobacillus,
M01895:175:000000000-CJJKT:1:2112:25569:7835__kiwi2019__AG0320-609__515f,,,,,,,,,,,,,
M01895:175:000000000-CJJKT:1:2114:22130:8959__kiwi2019__AG0320-593__515f,Eukaryota,Fungi,Dikarya,Ascomycota,Sordariomycetes,Hypocreomycetidae,Hypocreales,,Nectriaceae,,,Fusarium,
M01895:175:000000000-CJJKT:1:1102:14845:20507__kiwi2019__AG0320-069__515f,Bacteria,,,Bacteroidetes,Cytophagia,,Cytophagales,,Cytophagaceae,,,,
M01895:175:000000000-CJJKT:1:1104:11108:9108__kiwi2019__AG0320-667__515f,Bacteria,,,Proteobacteria,Alphaproteobacteria,,Rhodospirillales,,Acetobacteraceae,,,Roseomonas,
M01895:175:000000000-CJJKT:1:1105:26168:8575__kiwi2019__AG0320-067__515f,Bacteria,,,Bacteroidetes,,,,,,,,,
M01895:175:000000000-CJJKT:1:1106:10978:14334__kiwi2019__AG0320-315__515f,Bacteria,,,Proteobacteria,Gammaproteobacteria,,,,,,,,
M01895:175:000000000-CJJKT:1:1107:10265:17959__kiwi2019__AG0320-289__515f,Bacteria,,,Firmicutes,Clostridia,,Clostridiales,,,,,,
M01895:175:000000000-CJJKT:1:1107:25735:8918__kiwi2019__AG0320-014__515f,Bacteria,,,Actinobacteria,Actinobacteria,,,,,,,,
M01895:175:000000000-CJJKT:1:1110:14914:28835__kiwi2019__AG0320-418__515f,Bacteria,,,Gemmatimonadetes,Gemmatimonadetes,,Gemmatimonadales,,Gemmatimonadaceae,,,Gemmatimonas,uncultured Gemmatimonas sp.
M01895:175:000000000-CJJKT:1:1110:18108:8305__kiwi2019__AG0320-289__515f,Bacteria,,,,,,,,,,,,
M01895:175:000000000-CJJKT:1:1110:2816:12245__kiwi2019__AG0320-014__515f,Bacteria,,,Acidobacteria,Acidobacteriia,,Acidobacteriales,,Acidobacteriaceae,,,Candidatus Koribacter,
M01895:175:000000000-CJJKT:1:1113:11426:25379__kiwi2019__AG0320-114__515f,Bacteria,,,Bacteroidetes,,,,,,,,,
M01895:175:000000000-CJJKT:1:1114:6851:13515__kiwi2019__AG0320-102__515f,Bacteria,,,Proteobacteria,,,,,,,,,
M01895:175:000000000-CJJKT:1:2101:6539:16987__kiwi2019__AG0320-183__515f,Eukaryota,Fungi,Dikarya,Ascomycota,Eurotiomycetes,Chaetothyriomycetidae,Chaetothyriales,,Cyphellophoraceae,,,Cyphellophora,
M01895:175:000000000-CJJKT:1:2103:14484:24549__kiwi2019__AG0320-021__515f,Bacteria,,,Firmicutes,Clostridia,,Clostridiales,,,,,,
M01895:175:000000000-CJJKT:1:2103:23787:19509__kiwi2019__AG0320-705__515f,Eukaryota,Viridiplantae,,Streptophyta,,asterids,Lamiales,,Plantaginaceae,,Plantagineae,Plantago,
M01895:175:000000000-CJJKT:1:2104:2944:13754__kiwi2019__AG0320-315__515f,Bacteria,,,Verrucomicrobia,,,,,,,,,
M01895:175:000000000-CJJKT:1:2105:17952:7381__kiwi2019__AG0320-293__515f,Bacteria,,,Planctomycetes,Planctomycetia,,Planctomycetales,,Gemmataceae,,,Zavarzinella,uncultured Zavarzinella sp.
M01895:175:000000000-CJJKT:1:2109:28096:13471__kiwi2019__AG0320-012__515f,Archaea,,,Thaumarchaeota,,,,,,,,,
M01895:175:000000000-CJJKT:1:2114:13673:2544__kiwi2019__AG0320-183__515f,Eukaryota,Viridiplantae,,Streptophyta,,rosids,Malvales,,Malvaceae,Malvoideae,,,
M01895:175:000000000-CJJKT:1:1101:23559:17040__kiwi2019__AG0320-289__515f,Bacteria,,,,,,,,,,,,
M01895:175:000000000-CJJKT:1:1103:11031:16301__kiwi2019__AG0320-010__515f,Bacteria,,,Firmicutes,Clostridia,,Clostridiales,,,,,,
M01895:175:000000000-CJJKT:1:1103:5452:19790__kiwi2019__AG0320-101__515f,Eukaryota,Fungi,Dikarya,Ascomycota,,,,,,,,,
